source_id,tweet_id,cluster_id,is_centroid
91728807081426944,91728807081426944_1,0,0
91728807081426944,91728807081426944_4,0,1
91728807081426944,91728807081426944_8,0,0
91728807081426944,91728807081426944_10,0,0
91728807081426944,91728807081426944_15,0,0
91728807081426944,91728807081426944_16,0,0
91728807081426944,91728807081426944_17,0,0
91728807081426944,91728807081426944_2,1,0
91728807081426944,91728807081426944_3,1,0
91728807081426944,91728807081426944_5,1,0
91728807081426944,91728807081426944_6,1,0
91728807081426944,91728807081426944_7,1,0
91728807081426944,91728807081426944_11,1,0
91728807081426944,91728807081426944_12,1,0
91728807081426944,91728807081426944_13,1,1
91728807081426944,91728807081426944_14,1,0
91728807081426944,91728807081426944_18,1,0
91728807081426944,91728807081426944_9,2,1
265953285247209472,265953285247209472_1,0,0
265953285247209472,265953285247209472_2,0,0
265953285247209472,265953285247209472_3,0,0
265953285247209472,265953285247209472_5,0,0
265953285247209472,265953285247209472_7,0,0
265953285247209472,265953285247209472_9,0,1
265953285247209472,265953285247209472_11,0,0
265953285247209472,265953285247209472_15,0,0
265953285247209472,265953285247209472_16,0,0
265953285247209472,265953285247209472_18,0,0
265953285247209472,265953285247209472_21,0,0
265953285247209472,265953285247209472_25,0,0
265953285247209472,265953285247209472_26,0,0
265953285247209472,265953285247209472_27,0,0
265953285247209472,265953285247209472_29,0,0
265953285247209472,265953285247209472_30,0,0
265953285247209472,265953285247209472_31,0,0
265953285247209472,265953285247209472_38,0,0
265953285247209472,265953285247209472_40,0,0
265953285247209472,265953285247209472_6,1,1
265953285247209472,265953285247209472_8,1,0
265953285247209472,265953285247209472_10,1,0
265953285247209472,265953285247209472_13,1,0
265953285247209472,265953285247209472_24,1,0
265953285247209472,265953285247209472_34,1,0
265953285247209472,265953285247209472_41,1,0
265953285247209472,265953285247209472_4,2,0
265953285247209472,265953285247209472_12,2,0
265953285247209472,265953285247209472_14,2,0
265953285247209472,265953285247209472_17,2,0
265953285247209472,265953285247209472_19,2,0
265953285247209472,265953285247209472_20,2,0
265953285247209472,265953285247209472_22,2,0
265953285247209472,265953285247209472_23,2,0
265953285247209472,265953285247209472_28,2,0
265953285247209472,265953285247209472_32,2,0
265953285247209472,265953285247209472_33,2,0
265953285247209472,265953285247209472_35,2,0
265953285247209472,265953285247209472_36,2,0
265953285247209472,265953285247209472_37,2,0
265953285247209472,265953285247209472_39,2,1
273182568298450945,273182568298450945_4,0,1
273182568298450945,273182568298450945_1,1,1
273182568298450945,273182568298450945_2,2,0
273182568298450945,273182568298450945_3,2,1
273182568298450945,273182568298450945_5,2,0
273182568298450945,273182568298450945_6,2,0
273182568298450945,273182568298450945_7,2,0
273278761909239808,273278761909239808_2,0_0,1
273278761909239808,273278761909239808_3,0_0,0
273278761909239808,273278761909239808_2,0_1,0
273278761909239808,273278761909239808_3,0_1,1
273278761909239808,273278761909239808_1,1,1
295152287901417472,295152287901417472_1,0,0
295152287901417472,295152287901417472_2,0,0
295152287901417472,295152287901417472_4,0,0
295152287901417472,295152287901417472_5,0,0
295152287901417472,295152287901417472_7,0,1
295152287901417472,295152287901417472_8,0,0
295152287901417472,295152287901417472_3,1,1
295152287901417472,295152287901417472_6,2,1
295944137948151809,295944137948151809_6,0,1
295944137948151809,295944137948151809_7,0,0
295944137948151809,295944137948151809_9,0,0
295944137948151809,295944137948151809_12,0,0
295944137948151809,295944137948151809_17,0,0
295944137948151809,295944137948151809_31,0,0
295944137948151809,295944137948151809_35,0,0
295944137948151809,295944137948151809_38,0,0
295944137948151809,295944137948151809_40,0,0
295944137948151809,295944137948151809_46,0,0
295944137948151809,295944137948151809_3,1,0
295944137948151809,295944137948151809_4,1,0
295944137948151809,295944137948151809_5,1,0
295944137948151809,295944137948151809_10,1,0
295944137948151809,295944137948151809_13,1,0
295944137948151809,295944137948151809_15,1,0
295944137948151809,295944137948151809_19,1,0
295944137948151809,295944137948151809_21,1,0
295944137948151809,295944137948151809_22,1,0
295944137948151809,295944137948151809_25,1,0
295944137948151809,295944137948151809_27,1,0
295944137948151809,295944137948151809_28,1,0
295944137948151809,295944137948151809_29,1,0
295944137948151809,295944137948151809_30,1,0
295944137948151809,295944137948151809_33,1,0
295944137948151809,295944137948151809_34,1,0
295944137948151809,295944137948151809_36,1,1
295944137948151809,295944137948151809_37,1,0
295944137948151809,295944137948151809_39,1,0
295944137948151809,295944137948151809_41,1,0
295944137948151809,295944137948151809_42,1,0
295944137948151809,295944137948151809_43,1,0
295944137948151809,295944137948151809_44,1,0
295944137948151809,295944137948151809_45,1,0
295944137948151809,295944137948151809_47,1,0
295944137948151809,295944137948151809_48,1,0
295944137948151809,295944137948151809_49,1,0
295944137948151809,295944137948151809_50,1,0
295944137948151809,295944137948151809_51,1,0
295944137948151809,295944137948151809_52,1,0
295944137948151809,295944137948151809_53,1,0
295944137948151809,295944137948151809_1,2,0
295944137948151809,295944137948151809_2,2,0
295944137948151809,295944137948151809_8,2,0
295944137948151809,295944137948151809_11,2,0
295944137948151809,295944137948151809_14,2,0
295944137948151809,295944137948151809_16,2,0
295944137948151809,295944137948151809_18,2,0
295944137948151809,295944137948151809_20,2,0
295944137948151809,295944137948151809_23,2,0
295944137948151809,295944137948151809_24,2,1
295944137948151809,295944137948151809_26,2,0
295944137948151809,295944137948151809_32,2,0
295944137948151809,295944137948151809_54,2,0
318263294098030593,318263294098030593_1,0,0
318263294098030593,318263294098030593_3,0,0
318263294098030593,318263294098030593_4,0,0
318263294098030593,318263294098030593_9,0,0
318263294098030593,318263294098030593_13,0,0
318263294098030593,318263294098030593_22,0,0
318263294098030593,318263294098030593_25,0,0
318263294098030593,318263294098030593_33,0,0
318263294098030593,318263294098030593_45,0,0
318263294098030593,318263294098030593_50,0,0
318263294098030593,318263294098030593_55,0,1
318263294098030593,318263294098030593_64,0,0
318263294098030593,318263294098030593_6,1,0
318263294098030593,318263294098030593_32,1,0
318263294098030593,318263294098030593_63,1,1
318263294098030593,318263294098030593_67,1,0
318263294098030593,318263294098030593_2,2,0
318263294098030593,318263294098030593_5,2,0
318263294098030593,318263294098030593_7,2,0
318263294098030593,318263294098030593_8,2,0
318263294098030593,318263294098030593_10,2,0
318263294098030593,318263294098030593_11,2,0
318263294098030593,318263294098030593_12,2,0
318263294098030593,318263294098030593_14,2,0
318263294098030593,318263294098030593_15,2,0
318263294098030593,318263294098030593_16,2,0
318263294098030593,318263294098030593_17,2,0
